Metadata_Plate,Metadata_Well,Metadata_broad_sample,Metadata_moa
26232,j15,BRD-K91336023-001-01-4,Dopamine receptor agonist
26232,j16,BRD-K91370081-001-04-6,DNA synthesis inhibitor
26232,j19,BRD-K91904471-001-01-6,p38 MAPK inhibitor
26232,j20,BRD-K92000912-001-06-8,cannabinoid receptor antagonist
26232,j24,BRD-K92015269-001-01-6,dopamine uptake inhibitor
26232,k02,BRD-K92049597-001-04-2,sodium channel blocker
26232,k04,BRD-K92093830-003-05-0,topoisomerase inhibitor
26232,k05,BRD-K92138166-001-01-0,other antibiotic
26232,k09,BRD-K92492521-001-01-1,Leukotriene receptor antagonist
26232,k12,BRD-K92678294-001-01-0,Isoflavone
26232,k14,BRD-K92726801-003-02-7,Haemostatic agent
26232,k17,BRD-K92731339-227-02-3,ACE inhibitor
26232,k18,BRD-K92758126-001-06-3,NFkB pathway inhibitor
26232,k19,BRD-K92778217-001-04-6,Cyclooxygenase inhibitor
26232,k20,BRD-K92830582-003-04-8,adrenergic receptor antagonist
26232,k22,BRD-K92984783-003-02-4,Serotonin receptor antagonist
26232,l01,BRD-K93080877-001-02-1,tripeptidyl peptidase inhibitor
26232,l02,BRD-K93176058-001-01-0,retinoid receptor agonist
26232,l03,BRD-K93188295-300-01-4,adrenergic receptor antagonist
26232,l05,BRD-K93258693-001-02-5,PPAR receptor antagonist
26232,l06,BRD-K93280214-004-02-3,GABA receptor antagonist
26232,l09,BRD-K93325701-001-03-0,SRC inhibitor
26232,l10,BRD-K93332168-001-03-2,Monoamine oxidase inhibitor
26232,l11,BRD-K93441486-067-03-7,Acetylcholine receptor antagonist
26232,l12,BRD-K93460210-001-01-3,Serotonin receptor antagonist
26232,l13,BRD-K93461745-001-01-5,Serotonin receptor agonist
26232,l14,BRD-K93480852-001-02-2,calcium/calmodulin dependent protein kinase inhibitor
26232,l19,BRD-K93568044-001-03-1,glucocorticoid receptor agonist
26232,l20,BRD-K93658967-001-01-7,CDK inhibitor|CFTR channel activator|glycogen synthase kinase inhibitor|JNK inhibitor
26232,l21,BRD-K93754473-001-02-9,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
26232,l22,BRD-K94144010-001-05-5,nicotine metabolite
26232,m04,BRD-K94270326-004-01-0,dopamine receptor antagonist
26232,m06,BRD-K94379058-001-03-5,cannabinoid receptor inverse agonist
26232,m07,BRD-K94441233-001-03-1,HMGCR inhibitor
26232,m08,BRD-K94512704-001-01-3,dopamine receptor antagonist
26232,m12,BRD-K94689771-001-02-5,CYP1B1 inhibitor
26232,m17,BRD-K94832621-001-01-5,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
26232,m19,BRD-K94841585-001-02-8,laxative|free radical generator
26232,m21,BRD-K94887716-001-01-5,Serotonin receptor agonist
26232,m22,BRD-K94920105-001-01-3,PARP inhibitor
26232,m24,BRD-K95202259-001-01-9,p38 MAPK inhibitor
26232,n01,BRD-K95237249-001-04-2,Uricosuric blocker
26232,n02,BRD-K95309561-001-04-9,estrogen receptor agonist
26232,n04,BRD-K95435023-001-01-0,c-Met inhibitor|hepatocyte growth factor receptor inhibitor
26232,n07,BRD-K95603879-001-03-4,ATPase inhibitor
26232,n08,BRD-K95609758-001-01-1,potassium channel activator
26232,n11,BRD-K95655893-001-01-0,VEGFR kinase inhibitor
26232,n12,BRD-K95676198-001-02-6,JAK inhibitor
26232,n15,BRD-K95739795-001-01-1,Vesicular monoamine transporter inhibitor
26232,n16,BRD-K95763993-001-03-7,PDGFR receptor inhibitor
26232,n17,BRD-K95785537-001-04-1,src inhibitor
26232,n20,BRD-K95851186-001-02-9,GABA receptor modulator
26232,n21,BRD-K95899059-003-01-0,Serotonin receptor agonist
26232,n22,BRD-K95992530-001-02-4,integrin antagonist
26232,n23,BRD-K96119599-001-04-7,Melanin inhibitor
26232,n24,BRD-K96144918-001-02-3,KPL-1 tumor suppressor
26232,o04,BRD-K96263742-001-02-3,PPAR receptor agonist
26232,o05,BRD-K96271548-001-02-2,antioxidant
26232,o07,BRD-K96402602-001-01-8,PPMTase inhibitor
26232,o08,BRD-K96527333-001-03-4,GABA receptor modulator
26232,o10,BRD-K96670504-001-01-9,Glucokinase inhibitor
26232,o13,BRD-K96720755-001-01-8,Vasopressin receptor antagonist
26232,o14,BRD-K96799727-001-01-7,HSP inhibitor
26232,o15,BRD-K96809896-001-01-9,p38 MAPK inhibitor
26232,o16,BRD-K96862998-001-03-1,TGF beta receptor inhibitor
26232,o17,BRD-K97061094-001-03-2,Histamine receptor antagonist
26232,o18,BRD-K97118047-001-01-2,Casein kinase inhibitor
26232,o19,BRD-K97158071-001-04-1,Dopamine receptor antagonist
26232,o20,BRD-K97181089-001-02-7,sodium channel blocker
26232,o22,BRD-K97330509-001-01-4,src inhibitor
26232,o23,BRD-K97354755-001-01-5,src inhibitor
26232,o24,BRD-K97365803-001-01-3,PI3K inhibitor
26232,p01,BRD-K97399794-001-07-0,polar auxin transport inhibitor
26232,p02,BRD-K97440753-066-03-3,adrenergic receptor antagonist|prolactin inhibitor
26232,p04,BRD-K97509413-001-01-8,AGE inhibitor|estrogen receptor agonist|estrogen receptor ligand
26232,p05,BRD-K97521363-001-03-9,glycolysis inhibitor
26232,p06,BRD-K97530723-001-04-3,melatonin receptor agonist|nitric oxide synthase inhibitor
26232,p07,BRD-K97564742-103-01-9,histamine receptor antagonist
26232,p10,BRD-K97688263-001-02-9,sodium channel blocker
26232,p13,BRD-K97746869-001-04-9,ATP channel blocker
26232,p14,BRD-K97752965-001-01-6,ATP channel activator|nitric oxide donor|potassium channel agonist
26232,p15,BRD-K97799481-002-03-6,Adenosine receptor antagonist
26232,p16,BRD-K97810537-001-03-7,glucocorticoid receptor agonist
26232,p17,BRD-K98039984-001-03-0,glucocorticoid receptor agonist
26232,p18,BRD-K98143437-001-01-7,p38 MAPK inhibitor|interleukin inhibitor|tumor necrosis factor production inhibitor
26232,p20,BRD-K98157055-001-04-2,glutamate receptor antagonist
26232,p21,BRD-K98174813-001-05-7,bacterial 30S ribosomal subunit inhibitor
26232,p23,BRD-K98297262-001-01-1,"1,3-beta-glucan synthase inhibitor"
26232,p24,BRD-K98521173-001-03-8,mineralocorticoid receptor agonist
24300,a01,BRD-A00100033-001-04-8,DNA inhibitor
24300,a02,BRD-A00267231-001-01-1,Adenosine receptor agonist
24300,a04,BRD-A00520476-001-03-3,Acetylcholine receptor antagonist
24300,a06,BRD-A00993607-003-04-8,Adrenergic receptor antagonist
24300,a07,BRD-A01078468-001-04-9,synthetic estrogen
24300,a08,BRD-A01295252-001-01-5,Dopamine receptor ligand
24300,a09,BRD-A01320529-001-05-9,adrenergic receptor agonist
24300,a11,BRD-A01593789-001-01-5,5 alpha reductase inhibitor
24300,a12,BRD-A01636364-003-04-5,sodium channel blocker
24300,a15,BRD-A01787639-003-08-6,adrenergic receptor antagonist
24300,a16,BRD-A02006392-001-06-5,calcium channel blocker
24300,a17,BRD-A02176148-001-02-2,Mitochondrial complex I inhibitor
24300,a19,BRD-A02710418-003-03-5,opioid receptor agonist
24300,a20,BRD-A02713983-001-02-0,growth factor receptor activator
24300,a21,BRD-A02759312-003-11-2,Adrenergic receptor antagonist
24300,a23,BRD-A03216249-003-02-9,Potassium channel blocker
24300,a24,BRD-A03359064-001-01-5,Adrenergic receptor antagonist
24300,b02,BRD-A03623303-045-02-0,Adrenergic receptor antagonist
24300,b03,BRD-A03816571-001-01-0,cannabinoid receptor agonist|CC chemokine receptor antagonist
24300,b09,BRD-A04322457-003-03-9,adrenergic receptor agonist
24300,b10,BRD-A04438777-001-01-4,dopamine receptor agonist
24300,b11,BRD-A04553218-050-03-0,histamine receptor antagonist
24300,b15,BRD-A04668240-001-01-5,GABA receptor antagonist
24300,b16,BRD-A04706586-236-01-7,Adenosine receptor agonist
24300,b18,BRD-A05186015-003-04-0,dopamine uptake inhibitor
24300,b24,BRD-A06352418-001-03-6,Histamine receptor antagonist
24300,c01,BRD-A06352508-001-02-9,CHK inhibitor
24300,c02,BRD-A06390036-001-02-0,Antiarrhythmic
24300,c03,BRD-A06726973-001-02-0,cGMP analog
24300,c04,BRD-A06935312-001-02-7,bacterial 30S ribosomal subunit inhibitor
24300,c06,BRD-A07207424-001-04-1,phosphodiesterase inhibitor
24300,c08,BRD-A07440155-003-04-9,Adrenergic receptor antagonist
24300,c09,BRD-A07780951-001-02-2,Adrenergic receptor agonist
24300,c10,BRD-A07824748-001-02-6,11-beta hydroxysteroid dehydrogenase inhibitor
24300,c14,BRD-A07875874-001-01-6,calcium channel blocker
24300,c17,BRD-A07932845-001-01-1,anti-HCVE2
24300,c18,BRD-A07952294-001-02-3,farnesyltransferase inhibitors
24300,c19,BRD-A08187463-001-03-8,enkephalinase inhibitor
24300,c22,BRD-A08709697-001-02-9,pyrrolizidine alkaloid
24300,c23,BRD-A08877921-001-02-2,Protein synthesis inhibitor
24300,c24,BRD-A09056319-003-03-6,Adrenergic receptor antagonist
24300,d01,BRD-A09062839-003-03-5,Local anesthetic
24300,d02,BRD-A09094913-001-02-3,acetylcholine receptor antagonist
24300,d03,BRD-A09161221-001-01-9,HSP inhibitor
24300,d04,BRD-A09349126-001-02-4,progesterone receptor agonist
24300,d05,BRD-A09467419-003-04-2,acetylcholine receptor antagonist
24300,d06,BRD-A09472452-001-02-8,Sodium channel blocker
24300,d07,BRD-A09533288-001-02-7,calcium channel blocker
24300,d08,BRD-A09539288-004-02-8,Acetylcholine receptor antagonist
24300,d09,BRD-A09828896-004-04-5,Dopamine receptor agonist
24300,d10,BRD-A09925278-003-03-1,Adrenergic receptor agonist
24300,d14,BRD-A10070317-003-05-1,adrenergic receptor antagonist
24300,d17,BRD-A10355991-003-01-8,Glutamate receptor antagonist
24300,d18,BRD-A10715913-001-02-0,Dopamine receptor antagonist
24300,d19,BRD-A10739734-003-01-5,adrenergic receptor antagonist
24300,d20,BRD-A10903566-003-02-8,Adrenergic receptor antagonist
24300,d21,BRD-A10969569-001-02-0,Plant alkaloid
24300,d22,BRD-A10977446-001-04-8,Adrenergic receptor antagonist
24300,e03,BRD-A11605036-001-03-2,GABA receptor antagonist
24300,e04,BRD-A11609859-303-01-2,opioid receptor agonist
24300,e05,BRD-A11678676-001-02-6,PI3K inhibitor
24300,e07,BRD-A11813248-001-02-8,Potassium channel blocker
24300,e08,BRD-A12016240-001-01-7,Serotonin receptor antagonist
24300,e14,BRD-A13188892-066-03-3,Adrenergic receptor antagonist
24300,e15,BRD-A13650332-236-03-9,Bacterial cell wall synthesis inhibitor
24300,e16,BRD-A13946108-001-03-1,Cyclooxygenase inhibitor
24300,e23,BRD-A14395271-001-01-5,Dopamine receptor antagonist
24300,e24,BRD-A14566392-004-03-5,acetylcholine receptor antagonist
24300,f03,BRD-A14574269-051-01-4,Acetylcholine receptor agonist
24300,f04,BRD-A15034104-002-03-6,interleukin inhibitor
24300,f05,BRD-A15070535-323-02-1,adenosine receptor agonist|cAMP stimulant
24300,f06,BRD-A15415227-003-01-1,PPAR receptor agonist
24300,f07,BRD-A15435692-003-01-5,sigma receptor antagonist|glutamate receptor antagonist|serotonin receptor agonist
24300,f11,BRD-A15530910-001-01-3,adrenergic receptor antagonist|serotonin receptor antagonist
24300,f14,BRD-A15914070-001-01-5,cytotoxic lipid peroxidation product
24300,f15,BRD-A16332958-001-02-4,Adrenergic receptor agonist
24300,f16,BRD-A16665823-008-03-3,Bacterial cell wall synthesis inhibitor
24300,f19,BRD-A16694057-001-02-7,PPAR receptor antagonist
24300,f21,BRD-A17065207-001-06-9,protein synthesis inhibitor
24300,f23,BRD-A17428743-001-01-1,Serotonin receptor agonist
24300,f24,BRD-A17453586-001-01-9,Serotonin receptor agonist
24300,g02,BRD-A17535965-001-02-2,Acetylcholine receptor antagonist
24300,g05,BRD-A17655518-001-02-0,Cyclooxygenase inhibitor
24300,g08,BRD-A18043272-001-03-2,succinimide antiepileptic
24300,g09,BRD-A18202423-001-01-6,Glutamate receptor antagonist
24300,g10,BRD-A18497530-001-04-6,adenosine kinase inhibitor|nucleoside transporter inhibitor
24300,g11,BRD-A18579359-001-03-1,Neural Wiskott-Aldrich syndrome protein inhibitor
24300,g12,BRD-A18696154-003-11-9,adrenergic receptor antagonist
24300,g13,BRD-A18763547-019-01-0,Cytochrome C release inhibitor
24300,g15,BRD-A19053259-003-03-3,Anthelmintic
24300,g17,BRD-A19195498-050-04-2,Norepinephrine reuptake inhibitor
24300,g18,BRD-A19736161-310-01-3,Serotonin receptor antagonist
24300,g23,BRD-A20239487-001-02-5,Adrenergic receptor antagonist
24300,h01,BRD-A20348246-001-04-2,GABA receptor modulator
24300,h06,BRD-A20968261-001-01-3,glutamate transporter inhibitor
24300,h08,BRD-A21723284-066-01-7,Opioid receptor antagonist
24300,h09,BRD-A21858158-001-04-5,Anthelmintic
24300,h14,BRD-A22305049-003-04-5,gluconeogenesis inhibitor
24300,h15,BRD-A22380646-001-01-5,ATPase inhibitor
24300,h16,BRD-A22684332-003-02-3,adrenergic receptor agonist
24300,h17,BRD-A22707317-001-02-5,GABA receptor modulator
24300,h21,BRD-A22769835-300-03-2,Antihistamine
24300,h22,BRD-A22783572-065-01-3,microtubule formation inhibitor|tubulin inhibitor|tubulin polymerisation inhibitor
24300,h23,BRD-A22844106-001-04-7,Cyclooxygenase inhibitor
24300,h24,BRD-A23034328-003-03-4,protein synthesis inhibitor
24300,i01,BRD-A23072235-050-04-5,Histamine receptor antagonist
24300,i02,BRD-A23226398-001-02-7,estrogen receptor agonist
24300,i03,BRD-A23683907-334-01-0,serotonin receptor antagonist
24300,i04,BRD-A23723433-001-01-2,tubulin inhibitor|microtubule stabilizing agent|microtubule stimulant|P glycoprotein inhibitor|taxane
24300,i08,BRD-A24122750-001-01-1,GABA receptor antagonist
24300,i09,BRD-A24191444-045-03-1,Adrenergic receptor antagonist
24300,i10,BRD-A24228527-001-04-2,Bacterial DNA gyrase inhibitor
24300,i13,BRD-A24514565-236-01-6,Vitamin K antagonist
24300,i15,BRD-A24587114-066-03-5,adrenergic receptor agonist
24300,i16,BRD-A24817035-001-04-7,central nervous system agent
24300,i17,BRD-A25234499-001-04-3,glucocorticoid receptor antagonist
24300,i20,BRD-A25775766-001-03-3,GABA receptor antagonist|TP53 activator
24300,i23,BRD-A26032986-050-01-3,Calmodulin antagonist
24300,i24,BRD-A26222320-001-02-6,protein synthesis inhibitor
24300,j01,BRD-A26334849-001-02-1,Antiarrhythmic
24300,j02,BRD-A26384407-001-04-6,Carbonic anhydrase inhibitor
24300,j03,BRD-A26711594-001-02-7,calcium channel blocker
24300,j07,BRD-A26845397-001-01-4,Adrenergic receptor antagonist
24300,j09,BRD-A27143604-001-01-2,Estrogen receptor agonist
24300,j14,BRD-A28318179-003-03-6,Nitric oxide synthase inhibitor
24300,j15,BRD-A28856712-003-04-7,adrenergic receptor agonist
24300,j18,BRD-A29260609-003-04-7,adrenergic receptor antagonist
24300,j19,BRD-A29289453-001-02-1,platelet activating factor receptor antagonist
24300,j20,BRD-A29322418-237-02-4,mineralocorticoid receptor antagonist
24300,k01,BRD-A29426959-050-04-1,Histamine receptor antagonist
24300,k02,BRD-A29437505-001-01-6,TLR agonist
24300,k04,BRD-A29644307-050-04-8,Dopamine uptake inhibitor
24300,k05,BRD-A29734509-011-02-9,Sodium channel blocker
24300,k10,BRD-A30590053-003-01-1,Acetylcholine release enhancer
24300,k11,BRD-A30655177-001-04-1,BTK inhibitor
24300,k13,BRD-A30717181-001-02-7,glucocorticoid receptor agonist
24300,k14,BRD-A30815329-001-03-0,Calcium channel blocker
24300,k17,BRD-A31007383-001-01-0,Adenosine receptor agonist
24300,k18,BRD-A31159102-001-01-9,Selective serotonin reuptake inhibitor (SSRI)
24300,k19,BRD-A31195449-004-01-9,Serotonin receptor agonist
24300,k20,BRD-A31521121-001-04-1,Muscle relaxant
24300,k21,BRD-A31575449-300-01-4,Adrenergic receptor antagonist
24300,l02,BRD-A31800922-003-04-6,acetylcholine receptor antagonist
24300,l05,BRD-A32164164-048-01-4,Acetylcholine receptor antagonist
24300,l06,BRD-A32505112-001-02-8,angiotensin converting enzyme inhibitor
24300,l09,BRD-A32673558-003-02-1,acetylcholine receptor agonist
24300,l10,BRD-A32949107-001-01-7,calcium channel blocker
24300,l12,BRD-A33168282-003-06-5,Adrenergic receptor antagonist
24300,l13,BRD-A33447119-001-02-5,Anthelmintic
24300,l14,BRD-A33711280-311-02-0,Acetylcholine receptor antagonist
24300,l19,BRD-A34255068-001-04-8,phosphodiesterase inhibitor
24300,l20,BRD-A34309505-001-08-5,benzodiazepine receptor agonist
24300,l22,BRD-A34706053-003-01-9,Adrenergic receptor agonist
24300,m01,BRD-A34751532-001-03-6,HSP inducer
24300,m03,BRD-A34788695-003-04-5,bacterial 30S ribosomal subunit inhibitor
24300,m04,BRD-A34806832-001-02-7,ATPase inhibitor
24300,m07,BRD-A35033682-001-01-0,cytochrome P450 inhibitor
24300,m08,BRD-A35338386-001-04-6,adenosine receptor agonist
24300,m11,BRD-A35511923-019-01-6,Somatostatin receptor agonist
24300,m12,BRD-A35623999-001-03-2,mitochondrial Na+/Ca2+ exchanger antagonist|sodium/calcium exchange inhibitor
24300,m16,BRD-A35931254-003-02-7,dopamine receptor agonist
24300,m18,BRD-A36066264-001-02-3,Estrogen receptor agonist
24300,m19,BRD-A36074203-003-03-5,Glutamate receptor antagonist
24300,m20,BRD-A36217750-001-04-9,Uricosuric blocker
24300,m21,BRD-A36267905-003-02-8,Adrenergic receptor agonist
24300,m22,BRD-A36318220-001-01-3,RIPK inhibitor
24300,m23,BRD-A36471396-003-02-2,Acetylcholine receptor antagonist
24300,n01,BRD-A37347161-003-01-8,opioid receptor agonist
24300,n02,BRD-A37432947-004-02-5,acetylcholine receptor antagonist
24300,n03,BRD-A37441042-003-02-2,adrenergic receptor agonist
24300,n04,BRD-A37492983-001-03-8,radiopaque medium
24300,n06,BRD-A37704979-001-02-4,p38 MAPK inhibitor
24300,n07,BRD-A37776212-003-02-5,opioid receptor agonist
24300,n17,BRD-A38747044-001-01-5,Imidazoline receptor ligand
24300,n18,BRD-A38898897-003-01-0,Leukocyte elastase inhibitor
24300,n19,BRD-A38913120-001-01-0,BCL inhibitor
24300,n21,BRD-A39230911-001-03-7,Muscle relaxant
24300,n22,BRD-A39255369-001-01-5,Chloride channel blocker
24300,n23,BRD-A39268308-001-02-0,Acetylcholine receptor agonist
24300,o01,BRD-A39522003-001-01-0,FAAH inhibitor|FAAH reuptake inhibitor
24300,o03,BRD-A39747742-001-02-7,estrogen receptor agonist
24300,o05,BRD-A39969961-001-01-3,Cytochrome P450 inhibitor
24300,o06,BRD-A40022950-001-02-9,ATPase inhibitor
24300,o08,BRD-A40639672-234-04-0,Cyclooxygenase inhibitor
24300,o10,BRD-A41112154-001-02-1,G protein-coupled receptor agonist
24300,o13,BRD-A41145729-001-02-7,Retinoid receptor agonist
24300,o14,BRD-A41250306-001-03-4,Thiazide diuretic
24300,o15,BRD-A41301928-001-02-5,"Mitochondrial ADP, ATP translocase inhibitor"
24300,o16,BRD-A41304429-001-04-9,Adrenergic receptor antagonist
24300,o17,BRD-A41451487-001-01-3,Benzodiazepine receptor antagonist
24300,o18,BRD-A41519720-001-02-2,Niemann-Pick C1-like 1 protein antagonist
24300,o19,BRD-A41722204-003-01-5,adenosine receptor antagonist
24300,o20,BRD-A41833852-001-01-9,Opioid receptor antagonist
24300,o22,BRD-A41941932-001-03-0,Antioxidant
24300,o23,BRD-A42167015-003-03-7,Adrenergic receptor antagonist
24300,o24,BRD-A42335949-300-04-9,phosphatidylglycerophosphatase inhibitor
24300,p01,BRD-A42346008-003-03-6,epinephrine metabolite
24300,p02,BRD-A42553870-001-05-1,neuropeptide receptor antagonist
24300,p03,BRD-A42571354-300-01-3,histamine receptor antagonist
24300,p04,BRD-A42628519-001-04-1,radiopaque medium
24300,p05,BRD-A42759514-001-03-1,Antiprotozoal
24300,p06,BRD-A42831637-001-02-2,anti-inflammatory|Cannabinoid metabolite
24300,p07,BRD-A43076080-001-03-3,protein phosphatase inhibitor
24300,p09,BRD-A43150328-001-02-0,other antibiotic
24300,p13,BRD-A43671941-003-03-6,Adrenergic receptor antagonist
24300,p14,BRD-A43849199-001-02-3,Phytotoxin
24300,p15,BRD-A43930669-003-01-0,oxytocin receptor antagonist
24300,p16,BRD-A43940795-001-02-8,serotonin release inhibitor
24300,p17,BRD-A43974499-066-01-1,Adrenergic receptor antagonist
24300,p19,BRD-A44008656-036-04-3,Histamine receptor antagonist
24300,p20,BRD-A44090213-001-04-1,Cyclooxygenase inhibitor
24300,p21,BRD-A44133049-001-01-5,Serotonin receptor antagonist
24300,p22,BRD-A44448661-001-02-2,Barbiturate antiepileptic
24300,p23,BRD-A44551378-001-01-9,EGFR inhibitor
24300,p24,BRD-A44863528-001-04-1,CCK receptor antagonist
25967,a01,BRD-K18250272-003-03-7,local anesthetic
25967,a02,BRD-K18316707-001-01-9,cannabinoid receptor antagonist
25967,a04,BRD-K18550767-001-02-8,interleukin inhibitor
25967,a05,BRD-K18574842-323-03-3,bacterial cell wall synthesis inhibitor
25967,a06,BRD-K18619710-001-03-7,steroid
25967,a07,BRD-K18742343-001-03-2,PKA inhibitor
25967,a08,BRD-K18757346-001-02-9,thromboxane receptor agonist
25967,a09,BRD-K18779551-003-03-7,acetylcholine release stimulant|adrenergic transmitter uptake inhibitor|reducing agent
25967,a10,BRD-K18787491-001-05-2,MEK inhibitor
25967,a11,BRD-K18799075-001-01-0,cannabinoid receptor partial agonist
25967,a12,BRD-K18816859-001-01-4,Serotonin receptor agonist
25967,a15,BRD-K18909381-001-01-4,serotonin receptor agonist
25967,a16,BRD-K18910433-001-04-4,estrogen receptor agonist
25967,a19,BRD-K19111024-001-04-3,PPAR receptor agonist
25967,a20,BRD-K19295594-001-04-4,BCL inhibitor|MCL1 inhibitor
25967,a21,BRD-K19309090-300-03-0,acetylcholine receptor agonist
25967,a22,BRD-K19352500-332-03-7,dopamine receptor antagonist
25967,a23,BRD-K19360254-001-01-3,Dopamine receptor agonist
25967,b01,BRD-K19462402-003-03-0,adrenergic receptor antagonist|calcium channel blocker
25967,b03,BRD-K19533706-001-01-9,Angiogenesis inhibitor
25967,b04,BRD-K19554809-001-01-1,serotonin receptor agonist
25967,b05,BRD-K19605405-001-01-9,adenosine receptor antagonist
25967,b07,BRD-K20141153-003-03-8,norepinephrine transporter inhibitor|adrenergic transmitter uptake inhibitor
25967,b08,BRD-K20152659-001-02-0,Cholesterol inhibitor
25967,b10,BRD-K20620780-001-01-0,dopamine receptor antagonist
25967,b11,BRD-K20655524-003-04-7,psychoactive drug
25967,b15,BRD-K20714604-001-01-5,Serotonin receptor partial agonist
25967,b16,BRD-K20742498-001-01-5,serotonin receptor antagonist
25967,b17,BRD-K20755323-001-01-8,sphingosine kinase inhibitor
25967,b18,BRD-K20995441-001-01-7,Opioid receptor agonist
25967,b19,BRD-K21283037-001-02-5,glutamate inhibitor
25967,b20,BRD-K21350491-001-02-1,acid sensing ion channel blocker|sodium channel blockers|TRPP3 channel inhibitor|TRPV modulator
25967,b21,BRD-K21450440-001-04-7,carbonic anhydrase inhibitor
25967,b22,BRD-K21520694-001-02-4,PABA antagonist
25967,b23,BRD-K21548250-001-01-3,sodium channel blocker
25967,b24,BRD-K21565985-001-04-3,adrenergic receptor agonist
25967,c01,BRD-K21667562-001-01-4,FAAH transport inhibitor|anandamide transport inhibitor|nucelar factor of activated T-cells inhibitor|TRPV agonist
25967,c02,BRD-K21680192-300-05-2,topoisomerase inhibitor
25967,c03,BRD-K21733600-001-02-6,cyclooxygenase inhibitor
25967,c04,BRD-K21853356-001-04-4,EGFR inhibitor
25967,c07,BRD-K22031190-001-04-6,Prostanoid receptor antagonist
25967,c08,BRD-K22134346-001-04-1,HMGCR inhibitor
25967,c09,BRD-K22193694-001-04-5,Topical sunscreen agent
25967,c10,BRD-K22385716-001-01-7,casein kinase inhibitor|mTOR inhibitor|PI3K inhibitor
25967,c17,BRD-K22861715-001-03-4,breast cancer resistance protein inhibitor
25967,c19,BRD-K22969690-001-02-6,bacterial 50S ribosomal subunit inhibitor
25967,c21,BRD-K23301018-001-02-6,antiprotozoal agent
25967,c23,BRD-K23335153-300-01-7,glutamate receptor positive allosteric modulator
25967,c24,BRD-K23383398-001-01-6,LXR agonist|ABC transporter expression enhancer|ROR inverse agonist
25967,d02,BRD-K23478508-001-03-7,ATPase inhibitor
25967,d03,BRD-K23541596-300-04-9,histamine receptor agonist
25967,d04,BRD-K23566484-001-04-5,androgen receptor antagonist
25967,d05,BRD-K23583188-001-05-6,EGFR inhibitor|tyrosine kinase inhibitor
25967,d06,BRD-K23704908-001-03-2,serine protease inhibitor
25967,d07,BRD-K23913458-001-02-5,Vitamin K antagonist
25967,d08,BRD-K23922020-075-01-1,acetylcholine receptor agonist
25967,d10,BRD-K24084088-001-02-2,adenosine receptor antagonist
25967,d13,BRD-K24132293-001-02-0,glutathione transferase inhibitor
25967,d14,BRD-K24201553-003-02-4,Serotonin receptor antagonist
25967,d17,BRD-K24240364-003-02-1,Glutamate receptor antagonist
25967,d18,BRD-K24396733-001-01-1,dopamine receptor agonist
25967,d20,BRD-K24526313-001-08-6,Potassium channel activator
25967,e05,BRD-K25224017-001-04-5,serotonin receptor antagonist
25967,e07,BRD-K25394294-001-04-0,Cyclooxygenase inhibitor
25967,e11,BRD-K25433859-003-11-4,norepinephrine reputake inhibitor|tricyclic antidepressant
25967,e13,BRD-K25741894-001-03-8,acetylcholinesterase inhibitor
25967,e15,BRD-K25875056-001-01-2,Protein tyrosine kinase activator
25967,e16,BRD-K25906698-303-01-9,histamine receptor agonist
25967,e21,BRD-K26160755-003-01-8,Imidazoline receptor agonist
25967,e22,BRD-K26373640-001-02-8,IKK inhibitor
25967,f03,BRD-K26429091-051-01-9,acetylcholine receptor antagonist
25967,f04,BRD-K26521938-001-04-9,prostanoid receptor agonist
25967,f05,BRD-K26548821-001-01-8,Dopamine receptor agonist
25967,f06,BRD-K26573499-300-01-3,Adrenergic receptor agonist
25967,f12,BRD-K26979635-001-01-1,Glutamate receptor antagonist
25967,f13,BRD-K26997899-001-01-4,microtubule inhibitor|tubulin inhibitor
25967,f15,BRD-K27141178-001-01-0,Serotonin receptor antagonist
25967,f20,BRD-K27305650-001-04-2,mTOR inhibitor|PI3K inhibitor|DNA dependent protein kinase inhibitor|phosphodiesterase inhibitor|PLK inhibitor
25967,f21,BRD-K27316855-001-02-6,vitamin D receptor agonist
25967,f23,BRD-K27351809-001-02-0,progesterone receptor agonist
25967,g01,BRD-K27450477-001-03-9,Adenosine deaminase inhibitor
25967,g02,BRD-K27499107-001-02-6,IP receptor activator
25967,g06,BRD-K27710560-001-02-6,SIRT inhibitor
25967,g07,BRD-K27737647-001-03-4,PKA inhibitor
25967,g09,BRD-K27871032-001-02-6,Ergoline alkaloid
25967,g11,BRD-K28115081-001-01-9,Platelet activating factor receptor antagonist
25967,g12,BRD-K28137194-003-01-3,GABA receptor agonist
25967,g13,BRD-K28143534-001-01-4,histamine receptor antagonist
25967,g15,BRD-K28183345-003-05-6,Dihydrofolate reductase inhibitor
25967,g17,BRD-K28307902-001-04-3,androgen receptor antagonist
25967,g18,BRD-K28453807-003-05-4,Cholinergic receptor antagonist
25967,g23,BRD-K28578425-001-01-3,phosphodiesterase inhibitor
25967,g24,BRD-K28667196-001-02-9,Increases arterial blood pressure
25967,h01,BRD-K28680267-001-01-8,CCK receptor antagonist
25967,h02,BRD-K28761384-003-03-6,dopamine receptor antagonist
25967,h05,BRD-K28761891-001-01-0,melatonin receptor agonist
25967,h06,BRD-K28806945-001-01-9,dopamine receptor antagonist
